table_type,repair_type,idx,tx_id,tx_type,duration_ms,count,read_ts,from_ts,to_ts,build_reason,trial,history_scans,component
ivmh,No Repair,27,27,MarkTs,0.001167,,27.0,,,,0,4,
ivmh,No Repair,28,28,Update,0.013,6.0,,,,,0,4,Update
ivmh,No Repair,29,29,MarkTs,60.400625,,27.0,,,HistoryScan,0,4,BuildSnap
ivmh,No Repair,29,29,HistoryScan,19.792,,27.0,,,,0,4,HistoryScan
ivmh,No Repair,30,30,RecentScan,15.191167,,30.0,,,,0,4,RecentScan
ivmh,No Repair,31,31,RecentScan,16.426458,,31.0,,,,0,4,RecentScan
ivmh,No Repair,32,32,RecentScan,15.747166,,32.0,,,,0,4,RecentScan
ivmh,No Repair,33,33,RecentScan,16.693666,,33.0,,,,0,4,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,0,4,
ivmh,No Repair,35,35,Update,0.017667000000000002,6.0,,,,,0,4,Update
ivmh,No Repair,0,0,InitLoad,15.040292,60000.0,,,,,1,4,BuildCUR
ivmh,No Repair,1,1,RecentScan,20.682125,,1.0,,,,1,4,RecentScan
ivmh,No Repair,2,2,RecentScan,18.96375,,2.0,,,,1,4,RecentScan
ivmh,No Repair,3,3,RecentScan,16.37825,,3.0,,,,1,4,RecentScan
ivmh,No Repair,4,4,RecentScan,16.909542,,4.0,,,,1,4,RecentScan
ivmh,No Repair,5,5,RecentScan,18.899333,,5.0,,,,1,4,RecentScan
ivmh,No Repair,6,6,MarkTs,0.0,,6.0,,,,1,4,
ivmh,No Repair,7,7,Update,0.02475,6.0,,,,,1,4,Update
ivmh,No Repair,8,8,MarkTs,55.697125,,6.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,8,8,HistoryScan,19.100375,,6.0,,,,1,4,HistoryScan
ivmh,No Repair,9,9,RecentScan,18.049542,,9.0,,,,1,4,RecentScan
ivmh,No Repair,10,10,RecentScan,15.646917,,10.0,,,,1,4,RecentScan
ivmh,No Repair,11,11,RecentScan,15.314833,,11.0,,,,1,4,RecentScan
ivmh,No Repair,12,12,RecentScan,18.649333,,12.0,,,,1,4,RecentScan
ivmh,No Repair,13,13,MarkTs,0.0,,13.0,,,,1,4,
ivmh,No Repair,14,14,Update,0.014375,6.0,,,,,1,4,Update
ivmh,No Repair,15,15,MarkTs,56.43375,,13.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,15,15,HistoryScan,20.308584,,13.0,,,,1,4,HistoryScan
ivmh,No Repair,16,16,RecentScan,17.990583,,16.0,,,,1,4,RecentScan
ivmh,No Repair,17,17,RecentScan,16.47175,,17.0,,,,1,4,RecentScan
ivmh,No Repair,18,18,RecentScan,16.739125,,18.0,,,,1,4,RecentScan
ivmh,No Repair,19,19,RecentScan,16.857708,,19.0,,,,1,4,RecentScan
ivmh,No Repair,20,20,MarkTs,0.0,,20.0,,,,1,4,
ivmh,No Repair,21,21,Update,0.02275,6.0,,,,,1,4,Update
ivmh,No Repair,22,22,MarkTs,55.05375,,20.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,22,22,HistoryScan,20.605542,,20.0,,,,1,4,HistoryScan
ivmh,No Repair,23,23,RecentScan,16.86975,,23.0,,,,1,4,RecentScan
ivmh,No Repair,24,24,RecentScan,18.213917,,24.0,,,,1,4,RecentScan
ivmh,No Repair,25,25,RecentScan,18.922,,25.0,,,,1,4,RecentScan
ivmh,No Repair,26,26,RecentScan,18.095083,,26.0,,,,1,4,RecentScan
ivmh,No Repair,27,27,MarkTs,0.00125,,27.0,,,,1,4,
ivmh,No Repair,28,28,Update,0.027292,6.0,,,,,1,4,Update
ivmh,No Repair,29,29,MarkTs,61.963083,,27.0,,,HistoryScan,1,4,BuildSnap
ivmh,No Repair,29,29,HistoryScan,20.901792,,27.0,,,,1,4,HistoryScan
ivmh,No Repair,30,30,RecentScan,17.299625,,30.0,,,,1,4,RecentScan
ivmh,No Repair,31,31,RecentScan,17.44725,,31.0,,,,1,4,RecentScan
ivmh,No Repair,32,32,RecentScan,17.455584,,32.0,,,,1,4,RecentScan
ivmh,No Repair,33,33,RecentScan,18.033334,,33.0,,,,1,4,RecentScan
ivmh,No Repair,34,34,MarkTs,0.0,,34.0,,,,1,4,
ivmh,No Repair,35,35,Update,0.015167,6.0,,,,,1,4,Update
